날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2017.2.6,108,-1.7,-4.4,2.6
2017.2.7,108,-2,-5.6,3
2017.2.8,108,-2.2,-4.9,0.6
2017.2.9,108,-5.3,-7.1,-2.1
2017.2.10,108,-6.6,-9.3,-2.5
2017.2.11,108,-4.8,-9.2,0.8
2017.2.12,108,-2.2,-7.4,4.2
2017.2.13,108,0.1,-5.4,6.1
2017.2.14,108,0.3,-4,6.5
2017.2.15,108,1.8,-3.9,8
2017.2.16,108,5.5,-1.9,10.3
2017.2.17,108,0.8,-5.2,9
2017.2.18,108,-2.6,-7,2.9
2017.2.19,108,2.3,-3.4,5.7
2017.2.20,108,-1.5,-5.2,5.4
2017.2.21,108,-0.6,-7.6,6.9
2017.2.22,108,1.7,-0.9,2.9
2017.2.23,108,-1.5,-4.2,2.1
2017.2.24,108,-0.8,-5.8,4.4
2017.2.25,108,2.6,-2.8,8.4
2017.2.26,108,3.6,-1.5,10.1
2017.2.27,108,3.7,-1.8,10.7
2017.2.28,108,5.6,-1.3,12.3
2017.3.1,108,5,2,11.4
2017.3.2,108,1.8,-1.1,6.6
2017.3.3,108,3.3,-3.1,10.4
2017.3.4,108,5.7,0.1,12.7
2017.3.5,108,5.2,1.2,10.4
2017.3.6,108,0.1,-2.8,4
2017.3.7,108,-1.3,-4,2.9
2017.3.8,108,-0.1,-5.3,5
2017.3.9,108,3.2,-2.7,10.7
2017.3.10,108,4.8,-1.2,12.2
2017.3.11,108,7.3,-0.2,16.7
2017.3.12,108,8.2,4.4,14
2017.3.13,108,6.9,1.5,12.2
2017.3.14,108,5.8,1,10.9
2017.3.15,108,6.3,0.4,13.3
2017.3.16,108,6.2,1,13.4
2017.3.17,108,7.7,1.2,15.7
2017.3.18,108,9.5,5.9,16.1
2017.3.19,108,10.9,3.2,18.9
2017.3.20,108,10.2,6,15.5
2017.3.21,108,7.4,4.3,12.6
2017.3.22,108,7.6,1.9,14.1
2017.3.23,108,9.1,5.1,15
2017.3.24,108,8.7,3.9,15.2
2017.3.25,108,8.1,5,12.6
2017.3.26,108,7.3,4.8,11.6
2017.3.27,108,6.1,4.4,10.9
2017.3.28,108,7.1,2.5,12.7
2017.3.29,108,8.8,4.7,14.4
2017.3.30,108,10.6,4.1,17.1
2017.3.31,108,8.6,4.9,12.4
2017.4.1,108,9,4.8,15.1
2017.4.2,108,9,3.1,15.8
2017.4.3,108,11.4,4.3,19.2
2017.4.4,108,14.1,6.7,21.8
2017.4.5,108,12,10.8,14.2
2017.4.6,108,10.4,9.4,12.4
2017.4.7,108,14.5,9,23.5
2017.4.8,108,13,8.6,19.9
2017.4.9,108,14.8,10.6,20.5
2017.4.10,108,16.5,10.1,23.3
2017.4.11,108,15.3,11.5,20.2
2017.4.12,108,11.5,8.8,16.4
2017.4.13,108,12.7,6.3,19.6
2017.4.14,108,13,10.1,17.7
2017.4.15,108,16.8,10.9,24.3
2017.4.16,108,18.7,12.9,24.4
2017.4.17,108,14.7,11.2,18
2017.4.18,108,11.7,9.4,17.4
2017.4.19,108,12.6,7,18.4
2017.4.20,108,12.9,9.9,18.2
2017.4.21,108,13.1,7.6,19.3
2017.4.22,108,14.8,8.5,22.5
2017.4.23,108,14.9,8.9,21.7
2017.4.24,108,15.1,8.3,21.3
2017.4.25,108,16,12.9,20.4
2017.4.26,108,15.1,10.5,20.2
2017.4.27,108,13.6,7.9,19.8
2017.4.28,108,14.4,8.9,21.5
2017.4.29,108,17.1,9.6,23.7
2017.4.30,108,19.3,13.7,27.8
2017.5.1,108,20.1,12.8,28.3
2017.5.2,108,20.7,15.2,28
2017.5.3,108,21.5,14.5,30.2
2017.5.4,108,21,14.8,27.5
2017.5.5,108,20.9,15.5,27
2017.5.6,108,14.9,10,19.3
2017.5.7,108,16.6,10.9,22.8
2017.5.8,108,17.9,11.1,23.5
2017.5.9,108,17.1,15.3,22.6
2017.5.10,108,16.4,14.2,20.8
2017.5.11,108,19.3,13.1,24.8
2017.5.12,108,19.1,16.8,21.1
2017.5.13,108,16.4,12.4,22.6
2017.5.14,108,15.7,11,20.7
2017.5.15,108,16,12.3,20.1
2017.5.16,108,17.1,13.3,22.3
2017.5.17,108,18.6,12.3,25.9
2017.5.18,108,20.4,13.9,26.9
2017.5.19,108,21.1,15.1,27.9
2017.5.20,108,20.9,15.4,27.3
2017.5.21,108,21.5,16,27.6
2017.5.22,108,21.8,15.9,28
2017.5.23,108,20,17.2,24.4
2017.5.24,108,21.8,16.9,27.8
2017.5.25,108,19.2,14.4,24.4
2017.5.26,108,17.7,12.4,23.2
2017.5.27,108,19.5,13.7,26.4
2017.5.28,108,21.2,14.4,27.9
2017.5.29,108,22.9,18.1,29.3
2017.5.30,108,23.6,18.6,30.3
2017.5.31,108,23.3,17.7,29.6
2017.6.1,108,23.3,20,27
2017.6.2,108,20.5,15.5,25.6
2017.6.3,108,20.5,16.1,26.5
2017.6.4,108,21.7,15.1,28.1
2017.6.5,108,24.2,16.4,30.3
2017.6.6,108,19.4,14.5,23.9
2017.6.7,108,17.6,15.1,19.2
2017.6.8,108,20.1,15.1,25.9
2017.6.9,108,21.2,17.9,25.7
2017.6.10,108,21.5,16.7,27.5
2017.6.11,108,22.8,14.8,29.6
2017.6.12,108,22.1,17,28
2017.6.13,108,21.5,18.3,25.9
2017.6.14,108,21.8,17.8,26.8
2017.6.15,108,23.1,18,29.6
2017.6.16,108,25.5,20,32.7
2017.6.17,108,24.2,20.6,29.9
2017.6.18,108,24.3,18.6,31.8
2017.6.19,108,24.8,19.5,30.2
2017.6.20,108,26,20,32.7
2017.6.21,108,25.4,21.7,31.6
2017.6.22,108,25.3,21.2,30.4
2017.6.23,108,26.7,21.3,34.1
2017.6.24,108,24.5,21.5,27.8
2017.6.25,108,23.8,21,28.4
2017.6.26,108,23.1,20.1,29.9
2017.6.27,108,25.2,20.8,30.5
2017.6.28,108,26,22.5,30.5
2017.6.29,108,26.2,21.9,31.5
2017.6.30,108,25.9,22.2,30.9
2017.7.1,108,25.3,22.4,30.7
2017.7.2,108,24.3,21.9,26.8
2017.7.3,108,24.7,21.9,27.4
2017.7.4,108,26.7,23.8,31.6
2017.7.5,108,27.4,23.3,32.6
2017.7.6,108,27.6,23.9,34.6
2017.7.7,108,26.4,24.4,28.4
2017.7.8,108,26,24.6,27.6
2017.7.9,108,26.3,23.8,30.3
2017.7.10,108,24,22.6,25.4
2017.7.11,108,26,22.2,30.9
2017.7.12,108,27.1,24.9,31.1
2017.7.13,108,27.6,23.1,32.1
2017.7.14,108,28.7,26.1,33
2017.7.15,108,25,23.4,27.3
2017.7.16,108,26.2,23.4,28.8
2017.7.17,108,26.8,24,29
2017.7.18,108,26.5,23.9,30.7
2017.7.19,108,28.3,24.5,34.1
2017.7.20,108,29.9,26,34.9
2017.7.21,108,29.8,27.3,32.4
2017.7.22,108,29.3,27.5,32.5
2017.7.23,108,27,26.1,28.1
2017.7.24,108,26.2,25.6,27.3
2017.7.25,108,29.4,24.6,35.4
2017.7.26,108,28.7,24.2,32.8
2017.7.27,108,27.1,24.9,29.7
2017.7.28,108,25.5,24.8,26.9
2017.7.29,108,27.2,25,30.1
2017.7.30,108,27.9,24.7,32.6
2017.7.31,108,25.7,24.8,27.1
2017.8.1,108,28.6,24.1,33
2017.8.2,108,30,26.6,33
2017.8.3,108,30.2,27.2,33.9
2017.8.4,108,30.3,25.9,35.3
2017.8.5,108,31.4,27.6,34.8
2017.8.6,108,29.8,28.2,34
2017.8.7,108,29.2,26.4,34.4
2017.8.8,108,28.2,25.5,31
2017.8.9,108,27.6,24.6,32
2017.8.10,108,24.8,23.9,26.3
2017.8.11,108,27,23.9,32.4
2017.8.12,108,27.8,23.2,32.6
2017.8.13,108,26.3,24.2,28.4
2017.8.14,108,24.6,23.1,27.1
2017.8.15,108,21.9,20.8,24
2017.8.16,108,23.3,20.5,26.8
2017.8.17,108,24.8,21.2,27.7
2017.8.18,108,26.3,23.9,30.6
2017.8.19,108,26.1,23.1,28.7
2017.8.20,108,23.2,22,25.8
2017.8.21,108,25.8,23.7,29.2
2017.8.22,108,27.3,23.4,31.5
2017.8.23,108,27.2,24.6,30.2
2017.8.24,108,26.5,23.9,28.1
2017.8.25,108,25.3,22.2,30.6
2017.8.26,108,24.2,19,29.2
2017.8.27,108,22.7,19,26.7
2017.8.28,108,21.5,18.3,26.5
2017.8.29,108,19.5,17,24
2017.8.30,108,19.8,16.1,23.9
2017.8.31,108,22.2,16.6,27.6
2017.9.1,108,23.3,17.1,29.7
2017.9.2,108,23.8,18.6,29.6
2017.9.3,108,23.7,19,29.2
2017.9.4,108,24.6,19.7,30.1
2017.9.5,108,21.9,20.4,23.7
2017.9.6,108,20.6,18.5,24
2017.9.7,108,22.4,17.8,27.5
2017.9.8,108,24.3,20.4,29.9
2017.9.9,108,23.8,19.2,28.2
2017.9.10,108,23,19.9,26.1
2017.9.11,108,21.2,18.6,24.6
2017.9.12,108,22.1,17.7,27.9
2017.9.13,108,21.4,15.9,27.5
2017.9.14,108,22.4,14.8,29.5
2017.9.15,108,22.6,17.8,27.9
2017.9.16,108,22,16.7,27.6
2017.9.17,108,23.1,19,29.2
2017.9.18,108,21.9,16.4,27.6
2017.9.19,108,22.6,20.1,25.8
2017.9.20,108,19.5,14.1,24.9
2017.9.21,108,20.3,14.2,27
2017.9.22,108,20.6,15.4,26.8
2017.9.23,108,21.8,17.6,27.3
2017.9.24,108,22.4,18.8,27.9
2017.9.25,108,23.4,17.4,30.1
2017.9.26,108,25.1,19.4,31.4
2017.9.27,108,22.7,19.9,27.3
2017.9.28,108,19.2,14.2,25.3
2017.9.29,108,17.4,11.2,23.5
2017.9.30,108,20,14.7,25.9
2017.10.1,108,18.2,15.5,21.2
2017.10.2,108,22,15.6,29.4
2017.10.3,108,17.6,13.4,23.6
2017.10.4,108,16.7,10.7,24.3
2017.10.5,108,18.7,13.9,23.4
2017.10.6,108,18.9,16.2,23.3
2017.10.7,108,21.9,16.9,28.8
2017.10.8,108,23,19.3,28.7
2017.10.9,108,22.5,19.8,27.6
2017.10.10,108,21.4,18.6,24.8
2017.10.11,108,15.5,12.2,21.7
2017.10.12,108,11.4,8.8,
2017.10.13,108,12.8,6.1,18.9
2017.10.14,108,14.4,9,20.5
2017.10.15,108,15.8,9,23
2017.10.16,108,16.6,13.6,22
2017.10.17,108,16.2,9.2,23.9
2017.10.18,108,16.5,14.2,19.1
2017.10.19,108,17,11.9,23.2
2017.10.20,108,17,11.1,24.2
2017.10.21,108,17.6,11,25.2
2017.10.22,108,16.3,11,23.5
2017.10.23,108,13.7,8.6,20.6
2017.10.24,108,14.4,9.9,20.9
2017.10.25,108,14.4,9.5,20.6
2017.10.26,108,14.5,10.7,18.1
2017.10.27,108,16.9,11.9,24.2
2017.10.28,108,17.2,10.6,24.8
2017.10.29,108,11.5,6.3,17.2
2017.10.30,108,7.7,2.5,13.2
2017.10.31,108,10.4,3.6,16
2017.11.1,108,14.4,11.5,18.1
2017.11.2,108,15.5,14,18
2017.11.3,108,12.3,6.1,16.6
2017.11.4,108,7.8,4.5,13.7
2017.11.5,108,8.4,2.6,15.4
2017.11.6,108,11.4,8,16.5
2017.11.7,108,14.4,9.2,18.4
2017.11.8,108,13.1,6.9,17.2
2017.11.9,108,9.4,3.7,16.8
2017.11.10,108,9.8,5.3,15.9
2017.11.11,108,5.9,2.7,10.7
2017.11.12,108,5.3,0.3,11.4
2017.11.13,108,8.4,3.1,11.8
2017.11.14,108,7.5,2.9,11.4
2017.11.15,108,3.2,-1.1,6.5
2017.11.16,108,1,-3.4,6.4
2017.11.17,108,3,-1.6,5.8
2017.11.18,108,-2.1,-4.8,2.6
2017.11.19,108,-1.6,-6.6,3.5
2017.11.20,108,-0.4,-3.9,4.2
2017.11.21,108,1.3,-4.2,8.1
2017.11.22,108,4.3,0.6,10.8
2017.11.23,108,0.9,-2.5,4.7
2017.11.24,108,-0.4,-2.5,2.9
2017.11.25,108,3,-3.3,7.3
2017.11.26,108,3.3,-0.3,7.6
2017.11.27,108,2.5,-2.9,9.5
2017.11.28,108,6.4,1.3,11.2
2017.11.29,108,3.2,-1.8,8.1
2017.11.30,108,-2.4,-5.2,2.7
2017.12.1,108,-2.2,-7.6,3.1
2017.12.2,108,1.9,-4.6,8.1
2017.12.3,108,4.9,3.1,8.1
2017.12.4,108,-1.2,-6.1,4.5
2017.12.5,108,-4.2,-8.2,-0.4
2017.12.6,108,0.2,-4.5,6
2017.12.7,108,0.7,-3.5,4.6
2017.12.8,108,-3.8,-7.1,-0.5
2017.12.9,108,-0.5,-5.6,5.4
2017.12.10,108,1.1,-2.5,6.7
2017.12.11,108,-7,-11,-2.5
2017.12.12,108,-9.4,-12.3,-5.2
2017.12.13,108,-8.7,-12,-4.4
2017.12.14,108,-6.6,-11.2,-1.9
2017.12.15,108,-3,-7.5,0.9
2017.12.16,108,-5.7,-8.1,-2.6
2017.12.17,108,-6.7,-10.8,-2.3
2017.12.18,108,-1.6,-5.9,3.3
2017.12.19,108,-3.9,-6.5,-1
2017.12.20,108,-3.9,-8.5,-0.1
2017.12.21,108,-0.9,-5.6,4.6
2017.12.22,108,3.4,-1.9,6.6
2017.12.23,108,6.1,5,8.7
2017.12.24,108,2.9,-0.6,5.7
2017.12.25,108,-2.1,-4.9,0.6
2017.12.26,108,-3.8,-7.9,-1.1
2017.12.27,108,-6.9,-10.3,-2.6
2017.12.28,108,-2.1,-6.8,0.8
2017.12.29,108,2.1,-0.4,6
2017.12.30,108,1.4,-1.2,4.5
2017.12.31,108,-0.3,-3.2,3.3
2018.1.1,108,-1.3,-5.1,3.8
2018.1.2,108,-1.8,-4.3,1.8
2018.1.3,108,-4.7,-7.1,-0.4
2018.1.4,108,-4.7,-8.7,-0.7
2018.1.5,108,-3,-5.6,1.6
2018.1.6,108,-2.8,-6.8,2.9
2018.1.7,108,-0.8,-5.7,2.8
2018.1.8,108,1.3,-1.2,4
2018.1.9,108,-4.2,-6.1,-1.2
2018.1.10,108,-7.5,-10.3,-4.8
2018.1.11,108,-11.1,-13.6,-7.4
2018.1.12,108,-10.2,-15.3,-5.4
2018.1.13,108,-4.4,-6.6,-1.2
2018.1.14,108,0.6,-4.4,5.4
2018.1.15,108,4.7,1.8,7.7
2018.1.16,108,3.5,0.1,6.8
2018.1.17,108,4.5,2.4,8.7
2018.1.18,108,2.1,0.3,4.5
2018.1.19,108,1,-2.5,5.5
2018.1.20,108,2.2,-1,6.9
2018.1.21,108,0.4,-3.7,5.5
2018.1.22,108,0.2,-5.3,4
2018.1.23,108,-11.7,-14.6,-5.3
2018.1.24,108,-14.2,-16.3,-10.7
2018.1.25,108,-14,-16.4,-9.5
2018.1.26,108,-14.8,-17.8,-10.7
2018.1.27,108,-9.9,-15.9,-3.5
2018.1.28,108,-6.3,-9.3,-1.2
2018.1.29,108,-8.5,-11.6,-4.7
2018.1.30,108,-5.3,-11.4,-0.8
2018.1.31,108,-2.6,-5.2,0
2018.2.1,108,-4,-8.8,1.2
2018.2.2,108,-2.4,-7.6,3.8
2018.2.3,108,-7.3,-10.4,-2.1
2018.2.4,108,-9.5,-12.8,-5.2
2018.2.5,108,-9.4,-11.8,-5.1
2018.2.6,108,-10.1,-12.8,-5.8
2018.2.7,108,-8,-13.4,-1.6
2018.2.8,108,-4.4,-9.7,2
2018.2.9,108,0.4,-5.3,6.1
2018.2.10,108,-0.5,-6.9,3.2
2018.2.11,108,-6.1,-9.5,-2.2
2018.2.12,108,-5.8,-9.6,-1.8
2018.2.13,108,-0.8,-7.4,4.3
2018.2.14,108,3.5,-0.7,8.7
2018.2.15,108,-0.7,-3.7,4
2018.2.16,108,-1.1,-5.5,4.9
2018.2.17,108,-3,-7.1,1.4
2018.2.18,108,-0.4,-4.9,5.2
2018.2.19,108,1.8,-1.9,6.8
2018.2.20,108,0.9,-2.4,5.5
2018.2.21,108,-0.9,-4.5,4.4
2018.2.22,108,1.3,-3.9,5.4
2018.2.23,108,4.2,-0.3,8.6
2018.2.24,108,2.4,-1.1,7.2
2018.2.25,108,1.9,-1.6,7.9
2018.2.26,108,3.1,-3.2,10.4
2018.2.27,108,4.2,0.6,6.9
2018.2.28,108,4.6,1.8,7.8
2018.3.1,108,-0.2,-4.3,3
2018.3.2,108,-0.7,-6.7,5.4
2018.3.3,108,7.9,-0.1,16.2
2018.3.4,108,9.8,7.6,11.9
2018.3.5,108,5.5,1.3,11.4
2018.3.6,108,4.5,-1.1,10.9
2018.3.7,108,6.4,2.2,10.7
2018.3.8,108,4.6,2.7,9.7
2018.3.9,108,4.5,1.4,9.6
2018.3.10,108,4.6,0.7,9.7
2018.3.11,108,6.4,2.7,12.2
2018.3.12,108,8,2.2,15.5
2018.3.13,108,12.4,5.2,18.8
2018.3.14,108,17,13.6,22.1
2018.3.15,108,12.4,8.4,16.6
2018.3.16,108,7.1,3.6,12.2
2018.3.17,108,6.6,0.5,14
2018.3.18,108,8.2,5.4,12.5
2018.3.19,108,8,6.2,10.4
2018.3.20,108,4.7,1.6,9.1
2018.3.21,108,2.1,1.1,5.3
2018.3.22,108,4.9,0.6,11.6
2018.3.23,108,6.1,1.8,12.5
2018.3.24,108,7.6,4,13.1
2018.3.25,108,9.6,4.6,16.9
2018.3.26,108,11,5.3,18.1
2018.3.27,108,13.3,7.7,20
2018.3.28,108,14,9.4,19
2018.3.29,108,15.4,11.8,21.1
2018.3.30,108,14.8,9.8,21.9
2018.3.31,108,14,9.3,20.1
2018.4.1,108,15.6,11.7,18.5
2018.4.2,108,18.4,14.9,23.7
2018.4.3,108,17.8,14.9,21.2
2018.4.4,108,13.4,9.5,18.2
2018.4.5,108,7.6,6.7,9.5
2018.4.6,108,5.8,3,8.6
2018.4.7,108,4.2,1.4,8.6
2018.4.8,108,3.9,0.6,7.9
2018.4.9,108,7.9,0.1,15.4
2018.4.10,108,15.1,6.9,21.9
2018.4.11,108,12.6,8.7,17.3
2018.4.12,108,13.3,6.8,19.6
2018.4.13,108,14.6,8.3,19.3
2018.4.14,108,9,7.5,14.8
2018.4.15,108,9.5,5.6,14.2
2018.4.16,108,11.6,4.9,18.8
2018.4.17,108,12.9,6.8,20.1
2018.4.18,108,12.4,6.2,19.3
2018.4.19,108,14,7.4,20.5
2018.4.20,108,18.4,11,26.3
2018.4.21,108,18.7,12.3,25.6
2018.4.22,108,15.5,10.7,21
2018.4.23,108,9.3,8.4,10.7
2018.4.24,108,12.1,8.9,16.1
2018.4.25,108,14.6,5.7,23.3
2018.4.26,108,14.9,10,22.1
2018.4.27,108,15.7,9.7,23.3
2018.4.28,108,15.4,10.5,21.7
2018.4.29,108,16.2,9.4,22.9
2018.4.30,108,19.2,14.1,25
2018.5.1,108,20.4,17.8,23.3
2018.5.2,108,15.1,8.7,19.7
2018.5.3,108,11.2,6.9,14.7
2018.5.4,108,14.1,8.8,20
2018.5.5,108,18.3,11.6,24.6
2018.5.6,108,16.6,15,20.7
2018.5.7,108,19.2,14,25.5
2018.5.8,108,17.5,11.6,22.9
2018.5.9,108,15.7,9.2,21.8
2018.5.10,108,15.4,11.3,21.4
2018.5.11,108,16.1,11.9,21.3
2018.5.12,108,14.2,11.8,16.1
2018.5.13,108,15.8,12.7,20
2018.5.14,108,18.2,11.9,24.5
2018.5.15,108,23.2,15.4,29.3
2018.5.16,108,22.3,21.8,24.4
2018.5.17,108,20.9,18.8,23.5
2018.5.18,108,16.3,12.2,19.3
2018.5.19,108,17.6,10.3,24.7
2018.5.20,108,17,11.5,22.6
2018.5.21,108,17.8,11.3,23.7
2018.5.22,108,18.1,15.4,23.2
2018.5.23,108,17.3,13.6,23.3
2018.5.24,108,18.3,11.2,23.7
2018.5.25,108,19.7,13.8,26.2
2018.5.26,108,21.8,14,29.6
2018.5.27,108,20.3,17.3,24.7
2018.5.28,108,22.3,16.2,29.1
2018.5.29,108,21.4,19.1,25.9
2018.5.30,108,20.2,15.8,24.7
2018.5.31,108,20.9,14.2,27.6
2018.6.1,108,23.8,17.5,30.2
2018.6.2,108,23.4,17.6,30.1
2018.6.3,108,24,16.9,30.8
2018.6.4,108,22.6,18.9,27.5
2018.6.5,108,23.7,17.7,29.2
2018.6.6,108,23,18.4,27.9
2018.6.7,108,22.2,17.8,29.4
2018.6.8,108,21.9,18.5,27
2018.6.9,108,23.7,18.9,30.1
2018.6.10,108,21.3,18.3,24.9
2018.6.11,108,20.2,18,23.9
2018.6.12,108,21.3,16.6,27.1
2018.6.13,108,22,18.3,27
2018.6.14,108,21.6,18.8,25.1
2018.6.15,108,21.7,17.2,27
2018.6.16,108,22.5,16.3,28.7
2018.6.17,108,22.8,18.9,27.5
2018.6.18,108,24.8,19.9,30.8
2018.6.19,108,22.4,19.1,27.2
2018.6.20,108,22.7,19.1,28.4
2018.6.21,108,23.7,19.4,28.7
2018.6.22,108,25,18.2,32
2018.6.23,108,24.5,20.9,28.9
2018.6.24,108,25.2,20.1,32.1
2018.6.25,108,27.1,21.3,32.9
2018.6.26,108,22.3,20.2,26.9
2018.6.27,108,22.3,19.1,25.5
2018.6.28,108,23.3,20.6,27.3
2018.6.29,108,24.7,21.9,29.1
2018.6.30,108,24.4,21.6,27.9
2018.7.1,108,21.9,21,22.8
2018.7.2,108,22.6,20.6,25.3
2018.7.3,108,27.4,22.5,32.6
2018.7.4,108,27.3,24,31.8
2018.7.5,108,25.3,23.4,29
2018.7.6,108,23.9,21.5,27.1
2018.7.7,108,23.7,19.5,29.2
2018.7.8,108,23.3,17.7,28.1
2018.7.9,108,20.8,20.1,24.2
2018.7.10,108,23.7,20.4,26.5
2018.7.11,108,26.8,24.4,29.5
2018.7.12,108,26.6,25.1,28.2
2018.7.13,108,27.3,24.7,30.9
2018.7.14,108,27.9,24.6,31.9
2018.7.15,108,28.3,24.5,33.2
2018.7.16,108,28.7,24,34
2018.7.17,108,28.1,23.9,32.1
2018.7.18,108,28.2,23.7,33.2
2018.7.19,108,28.7,23.2,34.1
2018.7.20,108,29.5,24.6,34.7
2018.7.21,108,30.6,24.9,36.9
2018.7.22,108,31.8,25.3,38
2018.7.23,108,31.7,29.2,35.7
2018.7.24,108,31.4,27.2,36.8
2018.7.25,108,30.1,27.7,34.1
2018.7.26,108,30.1,27.3,33.7
2018.7.27,108,30.9,27.2,35.4
2018.7.28,108,29.5,28,35.2
2018.7.29,108,31.3,26.4,36.7
2018.7.30,108,31.7,26.2,36.9
2018.7.31,108,32.6,27.8,38.3
2018.8.1,108,33.6,27.8,39.6
2018.8.2,108,33.7,30.3,37.9
2018.8.3,108,33.1,30,37.9
2018.8.4,108,31.1,28,34.9
2018.8.5,108,30,27.2,33.9
2018.8.6,108,30.5,28.3,35.3
2018.8.7,108,30.5,26.8,35.9
2018.8.8,108,31,27.6,35.3
2018.8.9,108,28.8,27.1,32.5
2018.8.10,108,30.7,25.7,36.8
2018.8.11,108,31,26.4,36
2018.8.12,108,30.6,27.2,35.3
2018.8.13,108,30.5,26.7,34.4
2018.8.14,108,31.7,27.7,37.2
2018.8.15,108,31.7,28.3,38
2018.8.16,108,29.9,24.1,35.6
2018.8.17,108,27.2,21.7,33.8
2018.8.18,108,26.7,21.5,32.1
2018.8.19,108,28.2,23,34.4
2018.8.20,108,29.1,25.1,33.3
2018.8.21,108,26.6,23.4,31
2018.8.22,108,30.7,23.4,37.6
2018.8.23,108,29.4,25.7,32.2
2018.8.24,108,24.4,23.2,26.3
2018.8.25,108,25.2,22.7,29.3
2018.8.26,108,23.2,20.3,29
2018.8.27,108,22.7,20.2,24.9
2018.8.28,108,23.7,22.5,26.1
2018.8.29,108,25.2,22.7,27.4
2018.8.30,108,25.3,23.9,28.2
2018.8.31,108,25.6,22.8,30.3
2018.9.1,108,25.5,20.8,30.9
2018.9.2,108,25.1,20.1,29.6
2018.9.3,108,23.3,21.4,25.8
2018.9.4,108,23.2,20,27.8
2018.9.5,108,24,19.6,28.5
2018.9.6,108,24.1,20.9,28.2
2018.9.7,108,22,19.1,25.5
2018.9.8,108,21.7,15.9,27.7
2018.9.9,108,22.2,15.6,28.9
2018.9.10,108,22.9,18.6,28.4
2018.9.11,108,21.6,16.8,26.1
2018.9.12,108,22.8,16.8,28.2
2018.9.13,108,23.5,20.3,28.3
2018.9.14,108,23.5,20.3,26.8
2018.9.15,108,23.3,21,26
2018.9.16,108,22.2,21,23.9
2018.9.17,108,22.3,18.5,27.7
2018.9.18,108,22,17.7,26.5
2018.9.19,108,22.1,18.9,26.6
2018.9.20,108,19,17.8,20.1
2018.9.21,108,19.4,17.6,21.9
2018.9.22,108,20.8,17.2,25.5
2018.9.23,108,19.4,15.6,25.3
2018.9.24,108,17.6,14.2,22.1
2018.9.25,108,17.8,10.8,24.3
2018.9.26,108,19.4,16.2,24.8
2018.9.27,108,18.9,13.2,25
2018.9.28,108,17.5,14.3,22.2
2018.9.29,108,20.2,14.6,27
2018.9.30,108,17.6,14,21.6
2018.10.1,108,15.4,13,19.7
2018.10.2,108,15.9,10.3,22
2018.10.3,108,17.3,11.2,24.2
2018.10.4,108,19.3,13,25.6
2018.10.5,108,16.9,15.7,19
2018.10.6,108,18,16.3,21.7
2018.10.7,108,16.4,12.3,21.1
2018.10.8,108,14.8,9.2,20.9
2018.10.9,108,15.3,10.7,19.8
2018.10.10,108,12,7.9,16.7
2018.10.11,108,9.7,6.1,13.9
2018.10.12,108,10.9,5.2,17.4
2018.10.13,108,12.5,6.1,19.8
2018.10.14,108,13.2,6.8,20.3
2018.10.15,108,15.2,10.9,21
2018.10.16,108,14.5,9.9,20.3
2018.10.17,108,12.4,8.4,18.6
2018.10.18,108,12.7,7.5,19
2018.10.19,108,13.1,7.2,20.4
2018.10.20,108,13.4,6.9,21.4
2018.10.21,108,13.4,7.2,21.1
2018.10.22,108,14,8.8,20.6
2018.10.23,108,12.2,9.8,16.9
2018.10.24,108,12.5,7.6,18.7
2018.10.25,108,13.8,7,21.2
2018.10.26,108,12.2,9.9,14.7
2018.10.27,108,8.7,6.2,11.6
2018.10.28,108,8.3,5.2,13.5
2018.10.29,108,7.2,3.4,11.7
2018.10.30,108,6.1,0.7,11.6
2018.10.31,108,7.4,3,12.6
2018.11.1,108,8.4,2.5,15.2
2018.11.2,108,10.6,4,19
2018.11.3,108,11.2,5,19.1
2018.11.4,108,11.6,5.3,19.4
2018.11.5,108,11.9,6.6,18.3
2018.11.6,108,12.2,8,17.5
2018.11.7,108,12.8,10.3,15.7
2018.11.8,108,11.8,10.5,14.7
2018.11.9,108,12.1,9.5,15.4
2018.11.10,108,11.9,8.8,17.1
2018.11.11,108,8.1,5.4,10.9
2018.11.12,108,8.1,3.1,15.1
2018.11.13,108,8.8,4.1,15.4
2018.11.14,108,9.8,4.8,16.6
2018.11.15,108,9.7,4.7,16.2
2018.11.16,108,8.8,4.2,14.5
2018.11.17,108,4.9,0.6,11.4
2018.11.18,108,6.1,1.9,10.7
2018.11.19,108,6.5,3.3,11.3
2018.11.20,108,6.5,0,12.7
2018.11.21,108,5.8,3.1,8.2
2018.11.22,108,2.3,-1.3,7.1
2018.11.23,108,1.9,-3.1,7.6
2018.11.24,108,2.6,0.3,3.8
2018.11.25,108,4.8,1.3,9.8
2018.11.26,108,6.3,1.6,13.6
2018.11.27,108,7.1,3.1,12.5
2018.11.28,108,5,2.1,11.1
2018.11.29,108,3.5,0.6,6.7
2018.11.30,108,2.7,-1.5,8
2018.12.1,108,5.5,0.8,12.4
2018.12.2,108,8.2,2.8,11.8
2018.12.3,108,11.5,9.3,13.5
2018.12.4,108,6.7,-0.3,11.8
2018.12.5,108,0,-4.3,3.4
2018.12.6,108,2.4,-1,6.8
2018.12.7,108,-7.3,-9.6,-1.1
2018.12.8,108,-8.3,-11.4,-4.4
